english_word,spanish_word,spanish_meaning_ff,relationship_type,part_of_speech,cultural_domain,first_attestation_english,first_attestation_spanish,jaccard_similarity,levenshtein_similarity,complexity_syllables,complexity_length,complexity_frequency_complexity,complexity_semantic_complexity,complexity_overall_complexity,complexity_syll_component,complexity_freq_component,complexity_semantic_component,complexity_length_component
ruminant,rumiante,,cognates,noun,nature_geography,1600,1733,0.875,0.75,3,8,4.91,2,58.8,16.6,24.6,5.7,12
rumination,ruminación,,cognates,noun,emotions_psychology,1600,1804,0.6,0.8,4,10,4.71,3,64.5,19.3,23.6,6.9,14.7
rumor,rumor,,cognates,noun,language_communication,1600,1545,1,1,2,5,3.27,2,41.2,13.2,16.4,5.7,6
rya,rya,,cognates,noun,housing_architecture,1920,1711,1,1,1,3,4.92,1,36.9,8.3,24.6,4,0
sable,sable,,cognates,adjective,nature_geography,1325,1598,1,1,2,5,4.01,6,49,13.2,20,9.8,6
saccade,sacadas,,cognates,noun,health_medicine,1200,1542,0.8,0.571,2,7,5.25,2,55.5,13.2,26.2,5.7,10.4
sacerdotalism,sacerdotalismo,,cognates,noun,religion_spirituality,1840,1863,1,0.929,5,13,7,1,78.5,21.5,35,4,18
sackbut,sacabuche,,cognates,noun,arts_entertainment,1500,1646,0.556,0.556,2,7,5.6,1,55.6,13.2,28,4,10.4
sacrifice,sacrificio,,cognates,noun,religion_spirituality,1300,1542,0.75,0.8,3,9,2.71,9,55.6,16.6,13.6,12,13.4
sacrilege,sacrilegio,,cognates,noun,religion_spirituality,1300,1556,0.889,0.8,3,9,4.36,1,55.9,16.6,21.8,4,13.4
saddle,silla,,cognates,noun,technology_tools,1000,1545,0.5,0.333,2,6,3.27,9,50,13.2,16.4,12,8.5
safari,safari,,cognates,noun,nature_geography,1890,1863,1,1,3,6,3.37,1,46,16.6,16.9,4,8.5
saffron,azafrán,,cognates,noun,food_cuisine,1325,1556,0.5,0.429,2,7,3.79,3,49.5,13.2,18.9,6.9,10.4
salad,salado,Salty,false_friends,noun,food_cuisine,1325,1861,0.8,0.833,2,5,2.85,1,37.4,13.2,14.2,4,6
salamander,salamandra,,cognates,noun,nature_geography,1600,1621,0.875,0.8,4,10,4.24,3,62.1,19.3,21.2,6.9,14.7
salary,salario,,cognates,noun,economics_commerce,1600,1545,0.571,0.714,3,6,2.64,1,42.3,16.6,13.2,4,8.5
salinity,salinidad,,cognates,noun,nature_geography,1608,1847,0.625,0.667,4,8,4.04,2,57.2,19.3,20.2,5.7,12
salinometer,salinómetro,,cognates,noun,technology_tools,1840,1807,0.909,0.727,3,11,7,1,71.5,16.6,35,4,15.9
salon,salón,,cognates,noun,social,1608,1556,0.667,0.8,2,5,3.13,3,41.8,13.2,15.6,6.9,6
salsa,salsa,,loanword_es_to_en,noun,food_cuisine,1840,1565,1,1,2,5,3.47,1,40.5,13.2,17.4,4,6
salvation,salvación,,cognates,noun,religion_spirituality,1200,1556,0.6,0.778,3,9,3.05,4,53.3,16.6,15.2,8,13.4
sam,sam,,cognates,noun,language_communication,1820,1594,1,1,1,3,2.36,1,24.1,8.3,11.8,4,0
samba,samba,,loanword_es_to_en,noun,arts_entertainment,1885,1703,1,1,2,5,3.82,5,47.2,13.2,19.1,8.9,6
samovar,samovar,,cognates,noun,food_cuisine,1830,1833,1,1,1,7,5.12,1,48.3,8.3,25.6,4,10.4
sampan,sampán,,cognates,noun,transportation,1600,1885,0.833,0.833,2,6,5.13,1,51.3,13.2,25.6,4,8.5
sanatorium,sanatorio,,cognates,noun,health_medicine,1820,1741,0.778,0.8,4,10,4.19,2,60.6,19.3,20.9,5.7,14.7
sanctuary,santuario,,cognates,noun,religion_spirituality,1325,1545,0.6,0.667,4,9,3.07,3,55,19.3,15.3,6.9,13.4
sandal,sandalia,,cognates,noun,clothing_appearance,1325,1650,0.833,0.75,2,6,4.09,1,46.1,13.2,20.4,4,8.5
sandwich,sandwich,,loanword_en_to_es,noun,food_cuisine,1864,1836,1,1,2,8,2.87,3,46.5,13.2,14.4,6.9,12
sane,sano,Healthy,false_friends,noun,emotions_psychology,1325,1879,0.6,0.75,1,4,3.33,2,30.6,8.3,16.6,5.7,0
sangria,sangria,,loanword_es_to_en,noun,food_cuisine,1954,1593,1,1,2,7,4.49,1,50,13.2,22.5,4,10.4
sapphism,safismo,,cognates,noun,education_knowledge,1500,1888,0.5,0.5,2,8,7,1,64.2,13.2,35,4,12
sarcophagus,sarcófago,,cognates,noun,religion_spirituality,1600,1634,0.545,0.545,4,11,4.21,1,60.2,19.3,21.1,4,15.9
sargassum,sargassum,,cognates,noun,nature_geography,1900,1866,1,1,3,9,5.2,1,60.1,16.6,26,4,13.4
sarong,sarong,,cognates,noun,clothing_appearance,1830,1842,1,1,2,6,4.73,1,49.3,13.2,23.7,4,8.5
satanism,satanismo,,cognates,noun,religion_spirituality,1500,1640,0.857,0.889,4,8,4.45,1,57.6,19.3,22.2,4,12
sateen,satén,,cognates,noun,clothing_appearance,1810,1745,0.667,0.667,1,6,5.16,1,46.6,8.3,25.8,4,8.5
satellite,satélite,,cognates,noun,technology_tools,1500,1692,0.857,0.778,3,9,2.67,5,52.3,16.6,13.3,8.9,13.4
satori,satori,,cognates,noun,religion_spirituality,1700,1820,1,1,1,6,4.89,1,45.3,8.3,24.5,4,8.5
sauce,sauce,Willow tree,false_friends,noun,food_cuisine,1325,1250,1,1,1,5,2.7,4,35.8,8.3,13.5,8,6
sauna,sauna,,cognates,noun,housing_architecture,1880,1768,1,1,2,5,3.75,1,41.9,13.2,18.8,4,6
savanna,sabana,,loanword_es_to_en,noun,nature_geography,1555,1603,0.6,0.714,3,7,4.17,1,51.9,16.6,20.9,4,10.4
saxophone,saxófono,,cognates,noun,arts_entertainment,1850,1905,0.5,0.556,3,9,3.85,1,53.3,16.6,19.2,4,13.4
scale,escala,,cognates,noun,education_knowledge,1325,1556,1,0.667,1,5,2.17,18,42.1,8.3,10.8,17,6
scalpel,escalpelo,,cognates,noun,health_medicine,1700,1761,0.857,0.778,2,7,4.24,1,48.8,13.2,21.2,4,10.4
scam,scam,,cognates,noun,economics_commerce,1963,1766,1,1,1,4,3.06,2,29.3,8.3,15.3,5.7,0
scanner,escáner,,cognates,noun,technology_tools,1500,1845,0.714,0.571,2,7,3.44,4,48.8,13.2,17.2,8,10.4
scapulary,escapulario,,cognates,adjective,religion_spirituality,1325,1564,0.636,0.727,2,9,7,1,65.6,13.2,35,4,13.4
scarab,escarabajo,,cognates,noun,nature_geography,1508,1640,0.625,0.6,1,6,4.22,1,41.9,8.3,21.1,4,8.5
scarabaeus,escarabeo,,cognates,noun,nature_geography,1600,1853,0.75,0.6,1,10,5.88,1,56.4,8.3,29.4,4,14.7
scat,scat,,cognates,noun,arts_entertainment,700,1703,1,1,1,4,4.09,2,34.4,8.3,20.4,5.7,0
scene,escena,,cognates,noun,arts_entertainment,1325,1545,0.8,0.667,1,5,2.03,10,37.1,8.3,10.2,12.6,6
scenery,escenario,,cognates,noun,arts_entertainment,1608,1545,0.556,0.556,3,7,3.32,2,49.3,16.6,16.6,5.7,10.4
scepticism,escepticismo,,cognates,noun,emotions_psychology,1600,1571,0.875,0.833,3,10,4.06,1,55.6,16.6,20.3,4,14.7
schema,esquema,,cognates,noun,education_knowledge,1708,1564,0.5,0.571,1,6,3.87,2,41.8,8.3,19.4,5.7,8.5
school,escuela,,cognates,noun,education_knowledge,1000,1545,0.375,0.286,1,6,1.29,10,35.9,8.3,6.5,12.6,8.5
science,ciencia,,cognates,noun,education_knowledge,1325,1545,0.667,0.571,2,7,1.88,2,38.6,13.2,9.4,5.7,10.4
scientific,científico,,cognates,adjective,education_knowledge,1961,1556,0.667,0.7,4,10,2.33,2,51.3,19.3,11.7,5.7,14.7
scimitar,cimitarra,,cognates,noun,technology_tools,1500,1578,0.857,0.667,3,8,4.53,1,55.3,16.6,22.6,4,12
scooter,scooter,,cognates,noun,transportation,1820,1902,1,1,2,7,3.43,5,49.7,13.2,17.2,8.9,10.4
scorpion,scorpiones,,cognates,noun,nature_geography,1200,1764,0.875,0.8,3,8,3.63,3,53.7,16.6,18.1,6.9,12
scrutiny,escrutinio,,cognates,noun,emotions_psychology,1600,1556,0.7,0.7,3,8,3.26,2,50.6,16.6,16.3,5.7,12
sculpture,escultura,,cognates,noun,arts_entertainment,1826,1545,0.778,0.667,2,9,3.08,4,50,13.2,15.4,8,13.4
scuttle,escotilla,,cognates,noun,technology_tools,1000,1678,0.556,0.444,2,7,4.31,3,52.1,13.2,21.6,6.9,10.4
seal,sello,,cognates,noun,education_knowledge,1000,1545,0.6,0.6,1,4,2.7,15,37.3,8.3,13.5,15.5,0
secession,secesión,,cognates,noun,government_politics,1865,1692,0.714,0.778,3,9,3.73,3,55.6,16.6,18.6,6.9,13.4
secessionism,secesionismo,,cognates,noun,government_politics,1890,1901,1,0.833,4,12,5.55,1,68,19.3,27.8,4,17
secondary,secundario,,cognates,adjective,education_knowledge,1809,1545,0.727,0.7,4,9,2.47,7,55.7,19.3,12.3,10.6,13.4
secret,secreto,,cognates,noun,emotions_psychology,1738,1522,0.833,0.857,2,6,2.08,14,47,13.2,10.4,15,8.5
secretary,secretario,,cognates,noun,social,1400,1545,0.667,0.8,4,9,2.05,4,51,19.3,10.2,8,13.4
section,sección,,cognates,noun,education_knowledge,1819,1542,0.625,0.714,2,7,2,15,49.1,13.2,10,15.5,10.4
sector,sector,,cognates,noun,education_knowledge,1920,1564,1,1,2,6,2.34,6,43.2,13.2,11.7,9.8,8.5
secularism,secularismo,,cognates,noun,values_ethics,1850,1819,0.9,0.909,5,10,3.97,1,60,21.5,19.9,4,14.7
security,seguridad,,cognates,noun,education_knowledge,1200,1542,0.455,0.556,4,8,1.8,9,52.3,19.3,9,12,12
sedative,sedante,,cognates,noun,health_medicine,1325,1640,0.625,0.625,3,8,4.01,2,54.3,16.6,20,5.7,12
sedition,sedición,,cognates,noun,government_politics,1600,1562,0.556,0.75,3,8,3.96,1,52.4,16.6,19.8,4,12
segment,segmento,,cognates,noun,education_knowledge,1859,1606,0.857,0.875,2,7,2.74,4,45.3,13.2,13.7,8,10.4
seismogram,sismograma,,cognates,noun,technology_tools,1890,1807,0.875,0.8,3,10,7,1,70.3,16.6,35,4,14.7
seismograph,sismómetro,,cognates,noun,technology_tools,1850,1807,0.5,0.364,3,11,5.06,1,61.8,16.6,25.3,4,15.9
selective,selectivo,,cognates,noun,education_knowledge,1600,1732,0.875,0.889,3,9,3.12,2,51.3,16.6,15.6,5.7,13.4
semaphore,semáforo,,cognates,noun,language_communication,1810,1833,0.5,0.556,3,9,4.45,3,59.2,16.6,22.2,6.9,13.4
semblance,semblanza,,cognates,noun,language_communication,1325,1569,0.778,0.778,2,9,3.9,3,53,13.2,19.5,6.9,13.4
semiconductor,semiconductor,,cognates,noun,technology_tools,1830,1821,1,1,5,13,3.47,2,62.5,21.5,17.4,5.7,18
semiology,semiología,,cognates,noun,education_knowledge,1608,1745,0.7,0.8,4,9,5.5,1,64.2,19.3,27.5,4,13.4
senator,senador,,cognates,noun,government_politics,1200,1562,0.75,0.857,3,7,2.42,1,43.1,16.6,12.1,4,10.4
señor,señor,,loanword_es_to_en,noun,social,1584,1522,1,1,1,5,4.27,0,35.7,8.3,21.3,0,6
señora,señora,,loanword_es_to_en,noun,social,1602,1545,1,1,2,6,4.4,0,43.7,13.2,22,0,8.5
señorita,señorita,,loanword_es_to_en,noun,social,1823,1640,1,1,2,8,4.75,0,48.9,13.2,23.8,0,12
sensationalism,sensacionalismo,,cognates,noun,language_communication,1840,1876,0.8,0.867,6,14,4.48,4,72.7,23.4,22.4,8,19
sense,sentido,,cognates,noun,education_knowledge,1325,1542,0.429,0.429,1,5,1.81,9,35.4,8.3,9,12,6
sensible,sensible,Sensitive,false_friends,adjective,values_ethics,1325,1791,1,1,3,8,3.02,4,51.7,16.6,15.1,8,12
sensibly,sensiblemente,Appreciably,false_friends,adverb,values_ethics,1530,1250,0.667,0.538,3,8,4.07,1,53,16.6,20.4,4,12
sensitive,sensitivo,Sensible,false_friends,adjective,emotions_psychology,1325,1703,0.857,0.889,3,9,2.54,6,52.5,16.6,12.7,9.8,13.4
sensitivity,sensibilidad,,cognates,noun,emotions_psychology,1708,1545,0.364,0.583,5,11,3.05,5,61.6,21.5,15.2,8.9,15.9
sentence,sentencia,,cognates,noun,language_communication,1200,1542,0.714,0.778,2,8,2.42,4,45.3,13.2,12.1,8,12
separation,separación,,cognates,noun,education_knowledge,1400,1556,0.636,0.8,4,10,2.87,9,60.4,19.3,14.4,12,14.7
sepia,sepia,,cognates,noun,arts_entertainment,1815,1739,1,1,3,5,4.22,3,50.7,16.6,21.1,6.9,6
septation,septación,,cognates,noun,health_medicine,1830,1879,0.7,0.778,3,9,7,1,69.1,16.6,35,4,13.4
september,septiembre,,cognates,noun,time_calendar,1000,1542,0.875,0.7,3,9,1.85,1,43.3,16.6,9.2,4,13.4
sequence,secuencia,,cognates,noun,education_knowledge,1325,1640,0.625,0.667,2,8,2.65,7,49,13.2,13.3,10.6,12
sequin,sequí,,cognates,noun,clothing_appearance,1600,1762,0.571,0.667,2,6,4.44,1,47.9,13.2,22.2,4,8.5
serape,serape,,loanword_es_to_en,noun,clothing_appearance,1834,1869,1,1,2,6,5.45,1,52.9,13.2,27.2,4,8.5
serenity,serenidad,,cognates,noun,emotions_psychology,1500,1556,0.556,0.667,4,8,3.7,2,55.5,19.3,18.5,5.7,12
serge,serge,,cognates,noun,clothing_appearance,1325,1768,1,1,1,5,3.78,1,37.2,8.3,18.9,4,6
sericulture,sericicultura,,cognates,noun,economics_commerce,1839,1851,0.889,0.769,4,11,5.21,2,66.9,19.3,26.1,5.7,15.9
series,serie,,cognates,noun,education_knowledge,1711,1545,1,0.833,2,6,1.65,7,40.5,13.2,8.3,10.6,8.5
serigraphy,serigrafía,,cognates,noun,arts_entertainment,1940,1880,0.545,0.7,3,10,5.92,1,64.9,16.6,29.6,4,14.7
serious,serio,,cognates,adjective,values_ethics,1325,1556,0.833,0.714,3,7,1.9,6,46.3,16.6,9.5,9.8,10.4
seriously,seriamente,,cognates,adverb,values_ethics,1500,1545,0.333,0.4,4,9,2.06,2,48.7,19.3,10.3,5.7,13.4
serpent,serpiente,,cognates,noun,nature_geography,1300,1545,0.857,0.778,2,7,3.54,3,48.2,13.2,17.7,6.9,10.4
services,servicios,,cognates,noun,economics_commerce,1000,1542,0.857,0.778,3,8,1.69,19,54.5,16.6,8.5,17.4,12
servicing,servicio,,cognates,verb,economics_commerce,1600,1542,0.667,0.778,3,9,3.56,4,55.9,16.6,17.8,8,13.4
serviette,servilleta,,cognates,noun,food_cuisine,1325,1644,0.75,0.6,2,9,5.34,1,57.3,13.2,26.7,4,13.4
servility,servilismo,,cognates,noun,values_ethics,1500,1573,0.6,0.7,4,9,5.23,1,62.9,19.3,26.2,4,13.4
servomechanism,servomecanismo,,cognates,noun,technology_tools,1920,1922,0.909,0.857,4,14,5.86,1,71.6,19.3,29.3,4,19
severity,seriedad,,cognates,noun,emotions_psychology,1325,1556,0.444,0.25,4,8,3.29,4,55.8,19.3,16.4,8,12
sex,sexo,,cognates,noun,health_medicine,1884,1556,0.75,0.75,1,3,1.78,6,27,8.3,8.9,9.8,0
sexual,sexual,,cognates,adjective,health_medicine,1771,1606,1,1,3,6,2.18,3,42.9,16.6,10.9,6.9,8.5
sexuality,sexualidad,,cognates,noun,health_medicine,1708,1640,0.7,0.7,5,9,3.03,1,54.1,21.5,15.1,4,13.4
sexy,sexy,,loanword_en_to_es,noun,emotions_psychology,1905,1840,1,1,2,4,2.58,2,31.7,13.2,12.9,5.7,0
sgraffito,esgrafiado,,cognates,noun,arts_entertainment,1700,1870,0.7,0.6,3,9,5.58,1,62,16.6,27.9,4,13.4
shawl,chal,,cognates,noun,clothing_appearance,1600,1762,0.5,0.6,1,5,3.83,1,37.5,8.3,19.1,4,6
shimmy,shimmy,,cognates,noun,arts_entertainment,1200,1919,1,1,2,6,4.35,5,52.4,13.2,21.8,8.9,8.5
shock,choque,,cognates,noun,emotions_psychology,1804,1573,0.375,0.333,1,5,2.54,17,43.5,8.3,12.7,16.5,6
shopping,shopping,,loanword_en_to_es,noun,economics_commerce,1764,1884,1,1,2,8,2.32,6,46.6,13.2,11.6,9.8,12
shorts,shorts,,loanword_en_to_es,noun,clothing_appearance,1826,1904,1,1,1,6,2.93,7,42,8.3,14.6,10.6,8.5
show,show,,loanword_en_to_es,noun,education_knowledge,1200,1633,1,1,1,4,1.32,16,30.9,8.3,6.6,16,0
showroom,showroom,,cognates,noun,economics_commerce,1600,1932,1,1,2,8,3.86,1,48.5,13.2,19.3,4,12
siesta,siesta,,loanword_es_to_en,noun,time_calendar,1600,1564,1,1,2,6,4.4,1,47.7,13.2,22,4,8.5
sifting,sifting,,cognates,verb,food_cuisine,1325,1893,1,1,2,7,4.13,5,53.2,13.2,20.6,8.9,10.4
significance,significación,,cognates,noun,values_ethics,1325,1556,0.778,0.692,4,12,2.82,3,57.3,19.3,14.1,6.9,17
sildenafil,sildenafilo,,cognates,noun,health_medicine,1990,1982,0.889,0.909,2,10,4.93,1,56.5,13.2,24.6,4,14.7
silence,silencio,,cognates,noun,education_knowledge,1325,1545,0.857,0.75,2,7,2.54,6,46.1,13.2,12.7,9.8,10.4
silo,silo,,loanword_es_to_en,noun,technology_tools,1835,1556,1,1,2,4,3.98,2,38.7,13.2,19.9,5.7,0
simian,simio,,cognates,adjective,nature_geography,1600,1587,0.5,0.667,3,6,4.47,2,53.1,16.6,22.4,5.7,8.5
similar,similar,,cognates,adjective,language_communication,1852,1578,1,1,3,7,1.79,5,44.9,16.6,8.9,8.9,10.4
similarity,similitud,,cognates,noun,education_knowledge,1600,1562,0.5,0.6,5,10,3.42,2,59,21.5,17.1,5.7,14.7
simple,simple,,cognates,noun,language_communication,1200,1542,1,1,2,6,1.92,9,43.3,13.2,9.6,12,8.5
simplification,simplificación,,cognates,noun,education_knowledge,1759,1556,0.75,0.857,5,14,4.02,3,67.5,21.5,20.1,6.9,19
simplism,simplismo,,cognates,noun,language_communication,1200,1769,0.833,0.889,2,8,7,2,65.8,13.2,35,5.7,12
simply,simplemente,,cognates,adverb,language_communication,1200,1556,0.556,0.455,2,6,1.92,4,39.3,13.2,9.6,8,8.5
simulation,simulación,,cognates,noun,technology_tools,1325,1573,0.636,0.8,4,10,3.06,4,57.3,19.3,15.3,8,14.7
simulator,simulador,,cognates,noun,technology_tools,1830,1733,0.8,0.889,4,9,3.39,1,53.7,19.3,16.9,4,13.4
simultaneity,simultaneidad,,cognates,noun,time_calendar,1600,1556,0.818,0.769,4,12,5.05,1,65.5,19.3,25.2,4,17
sine,sin,Without,false_friends,noun,values_ethics,1000,1788,0.75,0.75,1,4,3.9,1,31.8,8.3,19.5,4,0
sinker,sinker,,cognates,noun,education_knowledge,1300,1924,1,1,2,6,4.39,3,50.5,13.2,22,6.9,8.5
sinusitis,sinusitis,,cognates,noun,health_medicine,1890,1879,1,1,3,9,4.58,1,57,16.6,22.9,4,13.4
siren,sirena,,cognates,noun,education_knowledge,1325,1618,0.833,0.833,2,5,3.54,5,45.8,13.2,17.7,8.9,6
sitar,sitar,,cognates,noun,arts_entertainment,1708,1606,1,1,2,5,4.59,1,46.1,13.2,22.9,4,6
situation,situación,,cognates,noun,education_knowledge,1803,1542,0.667,0.778,4,9,1.91,5,51.2,19.3,9.6,8.9,13.4
skiff,esquife,,cognates,noun,transportation,1508,1616,0.429,0.429,1,5,4.37,1,40.2,8.3,21.9,4,6
skillet,skillet,,cognates,noun,food_cuisine,1325,1950,1,1,2,7,3.92,1,47.2,13.2,19.6,4,10.4
smartphone,smartphone,,loanword_en_to_es,noun,technology_tools,1980,1986,1,1,2,10,2.94,0,42.6,13.2,14.7,0,14.7
sneakers,sneakers,,loanword_en_to_es,noun,clothing_appearance,1508,1920,1,1,2,8,3.47,2,48.2,13.2,17.4,5.7,12
snob,esnob,,loanword_en_to_es,noun,social,1708,1659,0.8,0.8,1,4,4.04,1,32.5,8.3,20.2,4,0
snobbism,esnobismo,,cognates,noun,values_ethics,1840,1833,0.857,0.667,2,8,7,1,64.2,13.2,35,4,12
snowboarding,snowboarding,,cognates,verb,sports_recreation,1980,1996,1,1,3,12,3.85,2,58.5,16.6,19.2,5.7,17
soap,sopa,Soup,false_friends,noun,health_medicine,1000,1873,1,0.5,1,4,2.82,4,30.4,8.3,14.1,8,0
sober,sobre,Above/On/Over,false_friends,noun,emotions_psychology,1300,1500,1,0.6,2,5,3.06,7,45.1,13.2,15.3,10.6,6
social,social,,cognates,adjective,social,1792,1542,1,1,2,6,1.58,7,40.2,13.2,7.9,10.6,8.5
socialization,socialización,,cognates,noun,social,1839,1659,0.8,0.846,5,13,3.98,3,66.3,21.5,19.9,6.9,18
society,sociedad,,cognates,noun,social,1823,1545,0.556,0.625,4,7,1.83,4,46.9,19.3,9.2,8,10.4
socle,zócalo,,cognates,noun,housing_architecture,1700,1556,0.375,0.333,2,5,5.57,1,51,13.2,27.9,4,6
sodomy,sodomía,,cognates,noun,values_ethics,1300,1564,0.571,0.714,3,6,4.04,1,49.3,16.6,20.2,4,8.5
sofa,sofá,,cognates,noun,housing_architecture,1600,1573,0.6,0.75,2,4,3.19,1,33.1,13.2,15.9,4,0
soffit,sofito,,cognates,noun,housing_architecture,1600,1719,1,0.667,2,6,5.06,1,51,13.2,25.3,4,8.5
softball,sofbol,,cognates,noun,sports_recreation,1200,1943,0.714,0.625,2,8,3.34,2,47.5,13.2,16.7,5.7,12
software,software,,loanword_en_to_es,noun,technology_tools,1851,1864,1,1,2,8,2.23,1,40.3,13.2,11.2,4,12
solarium,solárium,,cognates,noun,housing_architecture,1840,1926,0.778,0.875,4,8,4.79,1,59.3,19.3,23.9,4,12
solarization,solarización,,cognates,noun,technology_tools,1850,1898,0.727,0.833,4,12,5.45,1,67.5,19.3,27.2,4,17
sole,suela,,cognates,noun,education_knowledge,1325,1562,0.5,0.4,1,4,2.71,7,32.5,8.3,13.6,10.6,0
solecism,solecismo,,cognates,noun,language_communication,1508,1693,1,0.889,2,8,5.87,1,58.5,13.2,29.4,4,12
solenoid,solenoide,,cognates,noun,technology_tools,1820,1839,1,0.889,3,8,4.32,1,54.2,16.6,21.6,4,12
solferino,solferino,,cognates,noun,clothing_appearance,1860,1779,1,1,2,9,5.46,2,59.6,13.2,27.3,5.7,13.4
solipsism,solipsismo,,cognates,noun,emotions_psychology,1830,1879,1,0.9,2,9,4.89,1,55,13.2,24.5,4,13.4
solitaire,solitario,,cognates,noun,arts_entertainment,1500,1564,0.875,0.667,3,9,3.99,4,58,16.6,20,8,13.4
solution,solución,,cognates,noun,education_knowledge,1325,1556,0.667,0.75,3,8,2.16,5,48.4,16.6,10.8,8.9,12
somatotype,somatotipo,,cognates,noun,health_medicine,1940,1941,0.667,0.8,4,10,7,1,73,19.3,35,4,14.7
sombrero,sombrero,,loanword_es_to_en,noun,clothing_appearance,1770,1564,1,1,3,8,4.43,2,56.4,16.6,22.1,5.7,12
something,something,,cognates,noun,language_communication,1300,1788,1,1,2,9,1.19,0,32.5,13.2,6,0,13.4
somnambulism,sonambulismo,,cognates,noun,health_medicine,1786,1790,1,0.833,4,12,5.5,1,67.8,19.3,27.5,4,17
sonar,sonar,,cognates,noun,technology_tools,1943,1300,1,1,2,5,3.7,1,41.7,13.2,18.5,4,6
song,son,,cognates,noun,arts_entertainment,1859,1522,0.75,0.75,1,4,1.74,6,26.8,8.3,8.7,9.8,0
sonogram,sonograma,,cognates,noun,health_medicine,1860,1941,1,0.889,3,8,4.79,1,56.6,16.6,23.9,4,12
sonority,sonoridad,,cognates,noun,education_knowledge,1600,1571,0.556,0.667,3,8,5.03,1,57.8,16.6,25.2,4,12
sophism,sofismo,,cognates,noun,education_knowledge,1325,1799,0.571,0.571,1,7,5.71,1,51.3,8.3,28.6,4,10.4
sophistication,sofisticación,,cognates,noun,education_knowledge,1325,1781,0.636,0.714,5,14,3.73,5,68.1,21.5,18.6,8.9,19
sorry,sorry,,loanword_en_to_es,noun,emotions_psychology,1200,1788,1,1,2,5,1.82,4,36.3,13.2,9.1,8,6
sound,sonido,,cognates,noun,education_knowledge,1000,1542,0.667,0.5,1,5,1.85,24,43.2,8.3,9.2,19.6,6
soutane,sotana,,cognates,noun,religion_spirituality,1700,1618,0.714,0.714,1,7,5.98,1,52.6,8.3,29.9,4,10.4
souvenir,souvenir,,cognates,noun,economics_commerce,1708,1732,1,1,3,8,3.64,2,52.5,16.6,18.2,5.7,12
spa,spa,,cognates,noun,health_medicine,1500,1620,1,1,1,3,3.04,3,30.4,8.3,15.2,6.9,0
space,espacio,,cognates,noun,other,1300,1542,0.714,0.571,1,5,1.77,10,35.8,8.3,8.8,12.6,6
spacious,espacioso,,cognates,adjective,housing_architecture,1300,1545,0.75,0.667,2,8,3.59,2,48.8,13.2,17.9,5.7,12
spade,espada,,cognates,noun,technology_tools,1000,1542,1,0.667,1,5,3.67,4,40.7,8.3,18.4,8,6
spasmolysis,espasmolisis,,cognates,noun,health_medicine,1940,1879,0.778,0.833,4,11,7,1,74.2,19.3,35,4,15.9
speakeasy,speakeasy,,cognates,noun,social,1820,1929,1,1,1,9,4.42,1,47.8,8.3,22.1,4,13.4
special,especial,,cognates,adjective,values_ethics,1200,1545,1,0.875,2,7,1.66,10,44.5,13.2,8.3,12.6,10.4
speciality,especialidad,,cognates,noun,education_knowledge,1200,1545,0.7,0.667,5,10,3.86,3,62.4,21.5,19.3,6.9,14.7
specialization,especialización,,cognates,noun,education_knowledge,1831,1573,0.75,0.8,5,14,3.71,3,66,21.5,18.6,6.9,19
species,especie,,cognates,noun,nature_geography,1325,1542,1,0.714,2,7,2.15,3,41.3,13.2,10.8,6.9,10.4
specific,específico,,cognates,adjective,education_knowledge,1740,1569,0.75,0.7,3,8,1.97,6,48.3,16.6,9.8,9.8,12
specifically,específicamente,,cognates,adverb,language_communication,1508,1556,0.538,0.533,4,12,2.35,1,52,19.3,11.7,4,17
specification,especificación,,cognates,noun,education_knowledge,1833,1633,0.727,0.786,5,13,3.25,4,63.8,21.5,16.2,8,18
spectacle,espectáculo,,cognates,noun,arts_entertainment,1325,1545,0.6,0.636,3,9,3.39,3,53.9,16.6,16.9,6.9,13.4
spectacles,espectáculo,Show,false_friends,noun,technology_tools,1386,1671,0.6,0.545,3,10,3.89,4,58.8,16.6,19.4,8,14.7
spectre,espectro,,cognates,noun,religion_spirituality,1600,1564,0.857,0.75,2,7,3.76,2,48,13.2,18.8,5.7,10.4
spectrogram,espectrograma,,cognates,noun,technology_tools,1890,1905,1,0.846,3,11,5.27,1,62.9,16.6,26.3,4,15.9
spectrometer,espectrómetro,,cognates,noun,technology_tools,1870,1856,0.889,0.692,4,12,4.11,1,60.8,19.3,20.5,4,17
spectrometry,espectrometría,,cognates,noun,technology_tools,1900,1847,0.727,0.786,4,12,4.04,1,60.5,19.3,20.2,4,17
spectrophotometer,espectrofotómetro,,cognates,noun,technology_tools,1880,1879,0.727,0.647,4,17,4.95,1,68.1,19.3,24.8,4,20
spectroscope,espectroscopio,,cognates,noun,technology_tools,1860,1745,0.875,0.786,3,12,5.37,1,64.5,16.6,26.9,4,17
spectroscopy,espectroscopia,,cognates,noun,technology_tools,1870,1860,0.7,0.786,4,12,3.69,1,58.7,19.3,18.4,4,17
speculation,especulación,,cognates,noun,emotions_psychology,1325,1556,0.75,0.75,4,11,3.01,4,58.2,19.3,15,8,15.9
spermicide,espermicida,,cognates,noun,health_medicine,1930,1879,0.889,0.818,3,10,5.18,1,61.2,16.6,25.9,4,14.7
